year,country3,population
1986,ETH,42120730
1987,ETH,43493283
1988,ETH,44932064
1989,ETH,46458913
1990,ETH,48086516
1991,ETH,49821083
1992,ETH,51647768
1993,ETH,53532956
1994,ETH,55431123
1995,ETH,57309880
1996,ETH,59155148
1997,ETH,60976450
1998,ETH,62794151
1999,ETH,64640054
2000,ETH,66537331
2001,ETH,68492257
2002,ETH,70497192
2003,ETH,72545144
2004,ETH,74624405
2005,ETH,76727083
2006,ETH,78850689
2007,ETH,81000409
2008,ETH,83184892
2009,ETH,85416253
2010,ETH,87702670
2011,ETH,90046756
2012,ETH,92444183
2013,ETH,94887724
2014,ETH,97366774
2015,ETH,99873033
2016,ETH,102403196
2017,ETH,104957438
1960,EUU,409498463
1961,EUU,413007006
1962,EUU,416670637
1963,EUU,420393293
1964,EUU,424075858
1965,EUU,427592605
1966,EUU,430868372
1967,EUU,434001556
1968,EUU,436916059
1969,EUU,439730656
1970,EUU,442062266
1971,EUU,444400996
1972,EUU,447253578
1973,EUU,449960637
1974,EUU,452475893
1975,EUU,454865483
1976,EUU,457001001
1977,EUU,458888174
1978,EUU,460699315
1979,EUU,462488540
1980,EUU,464392913
1981,EUU,466099879
1982,EUU,467389436
1983,EUU,468468840
1984,EUU,469501597
1985,EUU,470637754
1986,EUU,471937316
1987,EUU,473284093
1988,EUU,474792549
1989,EUU,476392094
1990,EUU,478005307
1991,EUU,478976405
1992,EUU,480438474
1993,EUU,482099286
1994,EUU,483262845
1995,EUU,484271344
1996,EUU,485000716
1997,EUU,485892094
1998,EUU,486565871
1999,EUU,487539366
2000,EUU,488178832
2001,EUU,489155665
2002,EUU,490390251
2003,EUU,492200117
2004,EUU,494162543
2005,EUU,496115006
2006,EUU,497973712
2007,EUU,499916647
2008,EUU,501808477
2009,EUU,503317964
2010,EUU,504421126
2011,EUU,504015371
2012,EUU,505117542
2013,EUU,506621110
2014,EUU,508193872
2015,EUU,509717579
2016,EUU,511218960
2017,EUU,512461290
1960,FCS,119967877
1961,FCS,122738548
1962,FCS,125620594
1963,FCS,128621853
1964,FCS,131764369
1965,FCS,135063791
1966,FCS,138532362
1967,FCS,142167980
1968,FCS,145950382
1969,FCS,149853252
1970,FCS,153859672
1971,FCS,157948126
1972,FCS,162133008
1973,FCS,166464128
1974,FCS,171018004
1975,FCS,175837838
1976,FCS,180955166
1977,FCS,186328587
1978,FCS,191851145
1979,FCS,197374705
1980,FCS,202791782
1981,FCS,208084754
1982,FCS,213292176
1983,FCS,218448678
1984,FCS,223607635
1985,FCS,228824309
1986,FCS,234072288
1987,FCS,239375914
1988,FCS,244894863
1989,FCS,250831755
1990,FCS,259301889
1991,FCS,266530173
1992,FCS,274337650
1993,FCS,282512676
1994,FCS,290750580
1995,FCS,298837493
1996,FCS,306691898
1997,FCS,314393550
1998,FCS,321885559
1999,FCS,329495037
2000,FCS,337602457
2001,FCS,346168747
2002,FCS,355076801
2003,FCS,364275678
2004,FCS,373680882
2005,FCS,383230416
2006,FCS,392932365
2007,FCS,402796842
2008,FCS,412832401
2009,FCS,423028631
2010,FCS,433388814
2011,FCS,443918286
2012,FCS,454618893
2013,FCS,465515402
2014,FCS,476608101
2015,FCS,487923553
2016,FCS,499508468
2017,FCS,511336623
1960,FIN,4429634
1961,FIN,4461005
1962,FIN,4491443
1963,FIN,4523309
1964,FIN,4548543
1965,FIN,4563732
1966,FIN,4580869
1967,FIN,4605744
1968,FIN,4626469
1969,FIN,4623785
1970,FIN,4606307
1971,FIN,4612124
1972,FIN,4639657
1973,FIN,4666081
1974,FIN,4690574
1975,FIN,4711440
1976,FIN,4725664
1977,FIN,4738902
1978,FIN,4752528
1979,FIN,4764690
1980,FIN,4779535
1981,FIN,4799964
1982,FIN,4826933
1983,FIN,4855787
1984,FIN,4881803
1985,FIN,4902206
1986,FIN,4918154
1987,FIN,4932123
1988,FIN,4946481
1989,FIN,4964371
1990,FIN,4986431
1991,FIN,5013740
1992,FIN,5041992
1993,FIN,5066447
1994,FIN,5088333
1995,FIN,5107790
1996,FIN,5124573
1997,FIN,5139835
1998,FIN,5153498
1999,FIN,5165474
2000,FIN,5176209
2001,FIN,5188008
2002,FIN,5200598
2003,FIN,5213014
2004,FIN,5228172
2005,FIN,5246096
2006,FIN,5266268
2007,FIN,5288720
2008,FIN,5313399
2009,FIN,5338871
2010,FIN,5363352
2011,FIN,5388272
2012,FIN,5413971
2013,FIN,5438972
2014,FIN,5461512
2015,FIN,5479531
2016,FIN,5495303
2017,FIN,5511303
1960,FJI,393386
1961,FJI,407156
1962,FJI,421577
1963,FJI,436208
1964,FJI,450450
1965,FJI,463883
1966,FJI,476324
1967,FJI,487913
1968,FJI,498892
1969,FJI,509658
1970,FJI,520529
1971,FJI,531601
1972,FJI,542814
1973,FJI,554107
1974,FJI,565388
1975,FJI,576595
1976,FJI,587520
1977,FJI,598259
1978,FJI,609345
1979,FJI,621538
1980,FJI,635255
1981,FJI,650955
1982,FJI,668198
1983,FJI,685391
1984,FJI,700366
1985,FJI,711661
1986,FJI,718548
1987,FJI,721725
1988,FJI,722917
1989,FJI,724624
1990,FJI,728628
1991,FJI,735473
1992,FJI,744531
1993,FJI,755026
1994,FJI,765667
1995,FJI,775498
1996,FJI,784476
1997,FJI,792860
1998,FJI,800315
1999,FJI,806494
2000,FJI,811223
2001,FJI,814218
2002,FJI,815691
2003,FJI,816628
2004,FJI,818354
2005,FJI,821817
2006,FJI,827411
2007,FJI,834812
2008,FJI,843340
2009,FJI,851967
2010,FJI,859950
2011,FJI,867086
2012,FJI,873596
2013,FJI,879715
2014,FJI,885806
2015,FJI,892149
2016,FJI,898760
2017,FJI,905502
1960,FRA,46814237
1961,FRA,47444751
1962,FRA,48119649
1963,FRA,48803680
1964,FRA,49449403
1965,FRA,50023774
1966,FRA,50508717
1967,FRA,50915456
1968,FRA,51276054
1969,FRA,51638260
1970,FRA,52035095
1971,FRA,52480421
1972,FRA,52959228
1973,FRA,53441264
1974,FRA,53882416
1975,FRA,54252574
1976,FRA,54541493
1977,FRA,54764462
1978,FRA,54947975
1979,FRA,55130594
1980,FRA,55340782
1981,FRA,55585824
1982,FRA,55858727
1983,FRA,56156284
1984,FRA,56470769
1985,FRA,56795686
1986,FRA,57132691
1987,FRA,57482591
1988,FRA,57836486
1989,FRA,58182702
1990,FRA,58512808
1991,FRA,58559311
1992,FRA,58851217
1993,FRA,59106768
1994,FRA,59327192
1995,FRA,59541899
1996,FRA,59753100
1997,FRA,59964851
1998,FRA,60186288
1999,FRA,60496718
2000,FRA,60912500
2001,FRA,61357430
2002,FRA,61805267
2003,FRA,62244886
2004,FRA,62704895
2005,FRA,63179351
2006,FRA,63621381
2007,FRA,64016227
2008,FRA,64374989
2009,FRA,64707044
2010,FRA,65027507
2011,FRA,65342775
2012,FRA,65659789
2013,FRA,65998660
2014,FRA,66316092
2015,FRA,66593366
2016,FRA,66859768
2017,FRA,67118648
1960,FRO,34661
1961,FRO,35115
1962,FRO,35570
1963,FRO,36014
1964,FRO,36454
1965,FRO,36900
1966,FRO,37334
1967,FRO,37768
1968,FRO,38200
1969,FRO,38646
1970,FRO,39083
1971,FRO,39537
1972,FRO,40009
1973,FRO,40486
1974,FRO,40955
1975,FRO,41407
1976,FRO,41848
1977,FRO,42275
1978,FRO,42693
1979,FRO,43101
1980,FRO,43514
1981,FRO,43917
1982,FRO,44307
1983,FRO,44700
1984,FRO,45122
1985,FRO,45573
1986,FRO,46077
1987,FRO,46621
1988,FRO,47117
1989,FRO,47466
1990,FRO,47594
1991,FRO,47457
1992,FRO,47101
1993,FRO,46640
1994,FRO,46250
1995,FRO,46040
1996,FRO,46058
1997,FRO,46251
1998,FRO,46580
1999,FRO,46937
2000,FRO,47258
2001,FRO,47526
2002,FRO,47769
2003,FRO,47974
2004,FRO,48143
2005,FRO,48285
2006,FRO,48383
2007,FRO,48448
2008,FRO,48485
2009,FRO,48517
2010,FRO,48550
2011,FRO,48608
2012,FRO,48666
2013,FRO,48747
2014,FRO,48842
2015,FRO,48965
2016,FRO,49117
2017,FRO,49290
1960,FSM,44537
1961,FSM,45955
1962,FSM,47388
1963,FSM,48876
1964,FSM,50487
1965,FSM,52242
1966,FSM,54199
1967,FSM,56319
1968,FSM,58403
1969,FSM,60170
1970,FSM,61431
1971,FSM,62108
1972,FSM,62298
1973,FSM,62290
1974,FSM,62476
1975,FSM,63144
1976,FSM,64386
1977,FSM,66105
1978,FSM,68222
1979,FSM,70550
1980,FSM,72964
1981,FSM,75462
1982,FSM,78059
1983,FSM,80678
1984,FSM,83240
1985,FSM,85686
1986,FSM,87948
1987,FSM,90020
1988,FSM,92021
1989,FSM,94091
1990,FSM,96331
1991,FSM,98799
1992,FSM,101413
1993,FSM,103934
1994,FSM,106057
1995,FSM,107556
1996,FSM,108344
1997,FSM,108502
1998,FSM,108238
1999,FSM,107816
2000,FSM,107432
2001,FSM,107165
2002,FSM,106983
2003,FSM,106816
2004,FSM,106577
2005,FSM,106196
2006,FSM,105684
2007,FSM,105078
2008,FSM,104478
2009,FSM,103960
2010,FSM,103616
2011,FSM,103468
2012,FSM,103503
2013,FSM,103702
2014,FSM,104015
2015,FSM,104433
2016,FSM,104937
2017,FSM,105544
1960,GAB,499184
1961,GAB,504167
1962,GAB,509806
1963,GAB,516265
1964,GAB,523789
1965,GAB,532511
1966,GAB,542557
1967,GAB,553823
1968,GAB,565873
1969,GAB,578108
1970,GAB,590118
1971,GAB,601731
1972,GAB,613123
1973,GAB,624621
1974,GAB,636696
1975,GAB,649716
1976,GAB,663770
1977,GAB,678774
1978,GAB,694732
1979,GAB,711533
1980,GAB,729159
1981,GAB,747587
1982,GAB,766855
1983,GAB,787013
1984,GAB,808083
1985,GAB,830085
1986,GAB,853027
1987,GAB,876863
1988,GAB,901458
1989,GAB,926622
1990,GAB,952212
1991,GAB,978223
1992,GAB,1004676
1993,GAB,1031504
1994,GAB,1058663
1995,GAB,1086137
1996,GAB,1113994
1997,GAB,1142324
1998,GAB,1171224
1999,GAB,1200773
2000,GAB,1231122
2001,GAB,1262259
2002,GAB,1294409
2003,GAB,1328146
2004,GAB,1364205
2005,GAB,1403126
2006,GAB,1444844
2007,GAB,1489193
2008,GAB,1536411
2009,GAB,1586754
2010,GAB,1640210
2011,GAB,1697101
2012,GAB,1756817
2013,GAB,1817271
2014,GAB,1875713
2015,GAB,1930175
2016,GAB,1979786
2017,GAB,2025137
1960,GBR,52400000
1961,GBR,52800000
1962,GBR,53250000
1963,GBR,53650000
1964,GBR,54000000
1965,GBR,54348050
1966,GBR,54648500
1967,GBR,54943600
1968,GBR,55211700
1969,GBR,55441750
1970,GBR,55663250
1971,GBR,55896223
1972,GBR,56086065
1973,GBR,56194527
1974,GBR,56229974
1975,GBR,56225800
1976,GBR,56211968
1977,GBR,56193492
1978,GBR,56196504
1979,GBR,56246951
1980,GBR,56314216
1981,GBR,56333829
1982,GBR,56313641
1983,GBR,56332848
1984,GBR,56422072
1985,GBR,56550268
1986,GBR,56681396
1987,GBR,56802050
1988,GBR,56928327
1989,GBR,57076711
1990,GBR,57247586
1991,GBR,57424897
1992,GBR,57580402
1993,GBR,57718614
1994,GBR,57865745
1995,GBR,58019030
1996,GBR,58166950
1997,GBR,58316954
1998,GBR,58487141
1999,GBR,58682466
2000,GBR,58892514
2001,GBR,59119673
2002,GBR,59370479
2003,GBR,59647577
2004,GBR,59987905
2005,GBR,60401206
2006,GBR,60846820
2007,GBR,61322463
2008,GBR,61806995
2009,GBR,62276270
2010,GBR,62766365
2011,GBR,63258918
2012,GBR,63700300
2013,GBR,64128226
2014,GBR,64613160
2015,GBR,65128861
2016,GBR,65595565
2017,GBR,66022273
1960,GEO,3645600
1961,GEO,3703600
1962,GEO,3760300
1963,GEO,3816100
1964,GEO,3870300
1965,GEO,3921600
1966,GEO,3966700
1967,GEO,4005800
1968,GEO,4042300
1969,GEO,4080300
1970,GEO,4119900
1971,GEO,4163000
1972,GEO,4205300
1973,GEO,4242500
1974,GEO,4279500
1975,GEO,4311200
1976,GEO,4342400
1977,GEO,4372100
1978,GEO,4397700
1979,GEO,4430200
1980,GEO,4467700
1981,GEO,4504500
1982,GEO,4542800
1983,GEO,4582900
1984,GEO,4622200
1985,GEO,4662900
1986,GEO,4704500
1987,GEO,4743500
1988,GEO,4790700
1989,GEO,4803300
1990,GEO,4802000
1991,GEO,4835900
1992,GEO,4873500
1993,GEO,4911100
1994,GEO,4861600
1995,GEO,4734000
1996,GEO,4616100
1997,GEO,4531600
1998,GEO,4487300
1999,GEO,4452500
2000,GEO,4418300
2001,GEO,4386400
2002,GEO,4357000
2003,GEO,4301000
2004,GEO,4245000
2005,GEO,4190000
2006,GEO,4136000
2007,GEO,4082000
2008,GEO,4030000
2009,GEO,3978000
2010,GEO,3926000
2011,GEO,3875000
2012,GEO,3825000
2013,GEO,3776000
2014,GEO,3727000
2015,GEO,3717100
2016,GEO,3719300
2017,GEO,3717100
1960,GHA,6652287
1961,GHA,6866539
1962,GHA,7085464
1963,GHA,7303432
1964,GHA,7513289
1965,GHA,7710549
1966,GHA,7890992
1967,GHA,8057444
1968,GHA,8221020
1969,GHA,8397347
1970,GHA,8596983
1971,GHA,8827273
1972,GHA,9083573
1973,GHA,9350111
1974,GHA,9604276
1975,GHA,9831407
1976,GHA,10023472
1977,GHA,10189890
1978,GHA,10354499
1979,GHA,10550777
1980,GHA,10802028
1981,GHA,11117605
1982,GHA,11488106
1983,GHA,11895125
1984,GHA,12311158
1985,GHA,12716228
1986,GHA,13104296
1987,GHA,13481406
1988,GHA,13854214
1989,GHA,14233874
1990,GHA,14628260
1991,GHA,15039514
1992,GHA,15463854
1993,GHA,15896432
1994,GHA,16330174
1995,GHA,16760467
1996,GHA,17185608
1997,GHA,17608812
1998,GHA,18036494
1999,GHA,18477612
2000,GHA,18938762
2001,GHA,19421605
2002,GHA,19924522
2003,GHA,20446782
2004,GHA,20986536
2005,GHA,21542009
2006,GHA,22113425
2007,GHA,22700212
2008,GHA,23298640
2009,GHA,23903831
2010,GHA,24512104
2011,GHA,25121796
2012,GHA,25733049
2013,GHA,26346251
2014,GHA,26962563
2015,GHA,27582821
2016,GHA,28206728
2017,GHA,28833629
1960,GIB,23394
1961,GIB,23786
1962,GIB,24284
1963,GIB,24848
1964,GIB,25454
1965,GIB,26041
1966,GIB,26612
1967,GIB,27174
1968,GIB,27694
1969,GIB,28159
1970,GIB,28560
1971,GIB,28869
1972,GIB,29104
1973,GIB,29278
1974,GIB,29427
1975,GIB,29578
1976,GIB,29742
1977,GIB,29902
1978,GIB,30049
1979,GIB,30177
1980,GIB,30272
1981,GIB,30334
1982,GIB,30381
1983,GIB,30383
1984,GIB,30325
1985,GIB,30207
1986,GIB,30004
1987,GIB,29744
1988,GIB,29469
1989,GIB,29262
1990,GIB,29164
1991,GIB,29212
1992,GIB,29379
1993,GIB,29623
1994,GIB,29895
1995,GIB,30147
1996,GIB,30382
1997,GIB,30594
1998,GIB,30801
1999,GIB,30991
2000,GIB,31180
2001,GIB,31374
2002,GIB,31544
2003,GIB,31720
2004,GIB,31896
2005,GIB,32085
2006,GIB,32296
2007,GIB,32510
2008,GIB,32732
2009,GIB,32956
2010,GIB,33189
2011,GIB,33405
2012,GIB,33623
2013,GIB,33831
2014,GIB,34038
2015,GIB,34228
2016,GIB,34408
2017,GIB,34571
1960,GIN,3577409
1961,GIN,3633652
1962,GIN,3690664
1963,GIN,3749505
1964,GIN,3811659
1965,GIN,3877806
1966,GIN,3948869
1967,GIN,4023486
1968,GIN,4097191
1969,GIN,4164003
1970,GIN,4219770
1971,GIN,4263840
1972,GIN,4298091
1973,GIN,4324360
1974,GIN,4345545
1975,GIN,4364514
1976,GIN,4381601
1977,GIN,4398484
1978,GIN,4421134
1979,GIN,4457078
1980,GIN,4511902
1981,GIN,4589784
1982,GIN,4690605
1983,GIN,4810496
1984,GIN,4943144
1985,GIN,5084767
1986,GIN,5229797
1987,GIN,5381483
1988,GIN,5554882
1989,GIN,5770652
1990,GIN,6041094
1991,GIN,6374329
1992,GIN,6758838
1993,GIN,7163236
1994,GIN,7544291
1995,GIN,7871173
1996,GIN,8132552
1997,GIN,8337988
1998,GIN,8503297
1999,GIN,8653769
2000,GIN,8808546
2001,GIN,8971139
2002,GIN,9137345
2003,GIN,9309848
2004,GIN,9490229
2005,GIN,9679745
2006,GIN,9881428
2007,GIN,10096727
2008,GIN,10323142
2009,GIN,10556524
2010,GIN,10794170
2011,GIN,11035170
2012,GIN,11281469
2013,GIN,11536615
2014,GIN,11805509
2015,GIN,12091533
2016,GIN,12395924
2017,GIN,12717176
1960,GMB,367928
1961,GMB,376737
1962,GMB,383523
1963,GMB,389072
1964,GMB,394553
1965,GMB,400861
1966,GMB,408180
1967,GMB,416339
1968,GMB,425510
1969,GMB,435798
1970,GMB,447285
1971,GMB,460194
1972,GMB,474539
1973,GMB,489861
1974,GMB,505512
1975,GMB,521070
1976,GMB,536409
1977,GMB,551817
1978,GMB,567831
1979,GMB,585157
1980,GMB,604369
1981,GMB,625411
1982,GMB,648210
1983,GMB,673238
1984,GMB,701104
1985,GMB,732096
1986,GMB,766589
1987,GMB,804125
1988,GMB,843050
1989,GMB,881138
1990,GMB,916808
1991,GMB,949493
1992,GMB,979718
1993,GMB,1008358
1994,GMB,1036829
1995,GMB,1066223
1996,GMB,1096708
1997,GMB,1128169
1998,GMB,1160944
1999,GMB,1195420
2000,GMB,1231844
2001,GMB,1270495
2002,GMB,1311349
2003,GMB,1354194
2004,GMB,1398573
2005,GMB,1444204
2006,GMB,1491021
2007,GMB,1539116
2008,GMB,1588572
2009,GMB,1639560
2010,GMB,1692149
2011,GMB,1746363
2012,GMB,1802125
2013,GMB,1859324
2014,GMB,1917852
2015,GMB,1977590
2016,GMB,2038501
2017,GMB,2100568
1960,GNB,616409
1961,GNB,623415
1962,GNB,629969
1963,GNB,636586
1964,GNB,643961
1965,GNB,652562
1966,GNB,662463
1967,GNB,673462
1968,GNB,685476
1969,GNB,698338
1970,GNB,711827
1971,GNB,726256
1972,GNB,741490
1973,GNB,756280
1974,GNB,768945
1975,GNB,778470
1976,GNB,784156
1977,GNB,786754
1978,GNB,788495
1979,GNB,792462
1980,GNB,800854
1981,GNB,814507
1982,GNB,832668
1983,GNB,854113
1984,GNB,876873
1985,GNB,899509
1986,GNB,921626
1987,GNB,943617
1988,GNB,965742
1989,GNB,988520
1990,GNB,1012280
1991,GNB,1037155
1992,GNB,1062800
1993,GNB,1088569
1994,GNB,1113541
1995,GNB,1137122
1996,GNB,1159060
1997,GNB,1179727
1998,GNB,1199915
1999,GNB,1220794
2000,GNB,1243229
2001,GNB,1267512
2002,GNB,1293523
2003,GNB,1321202
2004,GNB,1350345
2005,GNB,1380838
2006,GNB,1412669
2007,GNB,1445958
2008,GNB,1480841
2009,GNB,1517448
2010,GNB,1555880
2011,GNB,1596154
2012,GNB,1638139
2013,GNB,1681495
2014,GNB,1725744
2015,GNB,1770526
2016,GNB,1815698
2017,GNB,1861283
1960,GNQ,255323
1961,GNQ,258947
1962,GNQ,262590
1963,GNQ,266598
1964,GNQ,271457
1965,GNQ,277396
1966,GNQ,284868
1967,GNQ,293440
1968,GNQ,301353
1969,GNQ,306233
1970,GNQ,306515
1971,GNQ,301666
1972,GNQ,292585
1973,GNQ,281021
1974,GNQ,269426
1975,GNQ,259747
1976,GNQ,252194
1977,GNQ,246677
1978,GNQ,244485
1979,GNQ,247078
1980,GNQ,255325
1981,GNQ,270063
1982,GNQ,290617
1983,GNQ,314475
1984,GNQ,338086
1985,GNQ,358896
1986,GNQ,376024
1987,GNQ,390173
1988,GNQ,402326
1989,GNQ,414138
1990,GNQ,426846
1991,GNQ,440624
1992,GNQ,455148
1993,GNQ,470610
1994,GNQ,487140
1995,GNQ,504871
1996,GNQ,523999
1997,GNQ,544636
1998,GNQ,566673
1999,GNQ,589938
2000,GNQ,614323
2001,GNQ,639762
2002,GNQ,666407
2003,GNQ,694611
2004,GNQ,724817
2005,GNQ,757317
2006,GNQ,792217
2007,GNQ,829327
2008,GNQ,868418
2009,GNQ,909111
2010,GNQ,951104
2011,GNQ,994290
2012,GNQ,1038593
2013,GNQ,1083746
2014,GNQ,1129424
2015,GNQ,1175389
2016,GNQ,1221490
2017,GNQ,1267689
1960,GRC,8331725
1961,GRC,8398050
1962,GRC,8448233
1963,GRC,8479625
1964,GRC,8510429
1965,GRC,8550333
1966,GRC,8613651
1967,GRC,8684088
1968,GRC,8740765
1969,GRC,8772764
1970,GRC,8792806
1971,GRC,8831036
1972,GRC,8888628
1973,GRC,8929086
1974,GRC,8962022
1975,GRC,9046541
1976,GRC,9188150
1977,GRC,9308479
1978,GRC,9429959
1979,GRC,9548258
1980,GRC,9642505
1981,GRC,9729350
1982,GRC,9789513
1983,GRC,9846627
1984,GRC,9895801
1985,GRC,9934300
1986,GRC,9967213
1987,GRC,10000595
1988,GRC,10036983
1989,GRC,10089498
1990,GRC,10196792
1991,GRC,10319927
1992,GRC,10399061
1993,GRC,10460415
1994,GRC,10512922
1995,GRC,10562153
1996,GRC,10608800
1997,GRC,10661259
1998,GRC,10720509
1999,GRC,10761698
2000,GRC,10805808
2001,GRC,10862132
2002,GRC,10902022
2003,GRC,10928070
2004,GRC,10955141
2005,GRC,10987314
2006,GRC,11020362
2007,GRC,11048473
2008,GRC,11077841
2009,GRC,11107017
2010,GRC,11121341
2011,GRC,11104899
2012,GRC,11045011
2013,GRC,10965211
2014,GRC,10892413
2015,GRC,10820883
2016,GRC,10775971
2017,GRC,10760421
1960,GRD,89869
1961,GRD,91260
1962,GRD,92425
1963,GRD,93350
1964,GRD,94066
1965,GRD,94581
1966,GRD,94875
1967,GRD,94961
1968,GRD,94868
1969,GRD,94682
1970,GRD,94426
1971,GRD,94185
1972,GRD,93934
1973,GRD,93630
1974,GRD,93152
1975,GRD,92448
1976,GRD,91437
1977,GRD,90184
1978,GRD,89073
1979,GRD,88568
1980,GRD,89005
1981,GRD,90572
1982,GRD,93091
1983,GRD,95985
1984,GRD,98439
1985,GRD,99906
1986,GRD,100143
1987,GRD,99380
1988,GRD,98062
1989,GRD,96869
1990,GRD,96283
1991,GRD,96454
1992,GRD,97198
1993,GRD,98305
1994,GRD,99405
1995,GRD,100255
1996,GRD,100796
1997,GRD,101122
1998,GRD,101309
1999,GRD,101442
2000,GRD,101619
2001,GRD,101849
2002,GRD,102100
2003,GRD,102375
2004,GRD,102656
2005,GRD,102949
2006,GRD,103259
2007,GRD,103586
2008,GRD,103930
2009,GRD,104296
2010,GRD,104677
2011,GRD,105075
2012,GRD,105481
2013,GRD,105909
2014,GRD,106360
2015,GRD,106823
2016,GRD,107317
2017,GRD,107825
1960,GRL,32500
1961,GRL,33700
1962,GRL,35000
1963,GRL,36400
1964,GRL,37600
1965,GRL,39200
1966,GRL,40500
1967,GRL,41900
1968,GRL,43400
1969,GRL,44900
1970,GRL,46400
1971,GRL,47200
1972,GRL,48300
1973,GRL,49000
1974,GRL,49500
1975,GRL,49600
1976,GRL,49700
1977,GRL,49400
1978,GRL,49200
1979,GRL,49600
1980,GRL,50200
1981,GRL,51000
1982,GRL,51500
1983,GRL,52100
1984,GRL,52700
1985,GRL,53200
1986,GRL,53500
1987,GRL,54100
1988,GRL,54800
1989,GRL,55300
1990,GRL,55600
1991,GRL,55500
1992,GRL,55300
1993,GRL,55200
1994,GRL,55500
1995,GRL,55800
1996,GRL,55900
1997,GRL,56000
1998,GRL,56100
1999,GRL,56100
2000,GRL,56200
2001,GRL,56350
2002,GRL,56609
2003,GRL,56765
2004,GRL,56911
2005,GRL,56935
2006,GRL,56774
2007,GRL,56555
2008,GRL,56328
2009,GRL,56323
2010,GRL,56905
2011,GRL,56890
2012,GRL,56810
2013,GRL,56483
2014,GRL,56295
2015,GRL,56114
2016,GRL,56186
2017,GRL,56171
1960,GTM,4210747
1961,GTM,4336143
1962,GTM,4464249
1963,GTM,4595510
1964,GTM,4730540
1965,GTM,4869716
1966,GTM,5013153
1967,GTM,5160609
1968,GTM,5311615
1969,GTM,5465512
1970,GTM,5621792
1971,GTM,5780480
1972,GTM,5941567
1973,GTM,6104530
1974,GTM,6268707
1975,GTM,6433728
1976,GTM,6599214
1977,GTM,6765516
1978,GTM,6933906
1979,GTM,7106145
1980,GTM,7283459
1981,GTM,7466488
1982,GTM,7654819
1983,GTM,7847472
1984,GTM,8042897
1985,GTM,8240060
1986,GTM,8438604
1987,GTM,8639108
1988,GTM,8842575
1989,GTM,9050465
1990,GTM,9263813
1991,GTM,9483270
1992,GTM,9708544
1993,GTM,9938692
1994,GTM,10172297
1995,GTM,10408489
1996,GTM,10646674
1997,GTM,10887634
1998,GTM,11133501
1999,GTM,11387203
2000,GTM,11650743
2001,GTM,11924946
2002,GTM,12208848
2003,GTM,12500478
2004,GTM,12796925
2005,GTM,13096028
2006,GTM,13397008
2007,GTM,13700286
2008,GTM,14006366
2009,GTM,14316208
2010,GTM,14630417
2011,GTM,14948919
2012,GTM,15271056
2013,GTM,15596214
2014,GTM,15923559
2015,GTM,16252429
2016,GTM,16582469
2017,GTM,16913503
1960,GUM,66742
1961,GUM,68072
1962,GUM,69604
1963,GUM,71286
1964,GUM,73051
1965,GUM,74830
1966,GUM,76607
1967,GUM,78404
1968,GUM,80217
1969,GUM,82040
1970,GUM,83877
1971,GUM,85726
1972,GUM,87587
1973,GUM,89464
1974,GUM,91377
1975,GUM,93352
1976,GUM,95385
1977,GUM,97477
1978,GUM,99630
1979,GUM,101844
1980,GUM,104133
1981,GUM,106485
1982,GUM,108906
1983,GUM,111402
1984,GUM,113961
1985,GUM,116572
1986,GUM,119232
1987,GUM,121919
1988,GUM,124673
1989,GUM,127522
1990,GUM,130482
1991,GUM,133558
1992,GUM,136692
1993,GUM,139818
1994,GUM,142802
1995,GUM,145561
1996,GUM,148060
1997,GUM,150303
1998,GUM,152277
1999,GUM,153953
2000,GUM,155329
2001,GUM,156401
2002,GUM,157175
2003,GUM,157714
2004,GUM,158099
2005,GUM,158402
2006,GUM,158648
2007,GUM,158855
2008,GUM,159035
2009,GUM,159231
2010,GUM,159444
2011,GUM,159678
2012,GUM,159973
2013,GUM,160375
2014,GUM,160967
2015,GUM,161797
2016,GUM,162896
2017,GUM,164229
1960,GUY,571819
1961,GUY,589274
1962,GUY,606285
1963,GUY,622575
1964,GUY,637845
1965,GUY,651868
1966,GUY,664521
1967,GUY,675871
1968,GUY,686146
1969,GUY,695745
1970,GUY,704934
1971,GUY,713684
1972,GUY,721948
1973,GUY,729916
1974,GUY,737847
1975,GUY,745841
1976,GUY,754101
1977,GUY,762424
1978,GUY,770125
1979,GUY,776254
1980,GUY,780153
1981,GUY,781732
1982,GUY,781246
1983,GUY,778948
1984,GUY,775219
1985,GUY,770435
1986,GUY,764459
1987,GUY,757506
1988,GUY,750731
1989,GUY,745665
1990,GUY,743309
1991,GUY,744289
1992,GUY,748134
1993,GUY,753484
1994,GUY,758342
1995,GUY,761291
1996,GUY,761861
1997,GUY,760510
1998,GUY,757952
1999,GUY,755278
2000,GUY,753301
2001,GUY,752263
2002,GUY,751884
2003,GUY,751857
2004,GUY,751652
2005,GUY,750946
2006,GUY,749601
2007,GUY,747869
2008,GUY,746314
2009,GUY,745693
2010,GUY,746556
2011,GUY,749100
2012,GUY,753091
2013,GUY,758081
2014,GUY,763393
2015,GUY,768514
2016,GUY,773303
2017,GUY,777859
1960,HIC,780501923
1961,HIC,792246929
1962,HIC,802642237
1963,HIC,812955277
1964,HIC,823154587
1965,HIC,832959686
1966,HIC,842127682
1967,HIC,850904554
1968,HIC,858706694
1969,HIC,868224174
1970,HIC,876786721
1971,HIC,886003787
1972,HIC,895387452
1973,HIC,903912425
